"id","apply_start_ym","apply_end_ym","pay_range_above","pay_range_under","no_dependent","one_dependent","two_dependent","three_dependent","four_dependent","five_dependent","six_dependent","seven_dependent","created_at","updated_at"
62,200701,200803,183000,185000,4110,2520,940,0,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
63,200701,200803,185000,187000,4180,2590,1010,0,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
64,200701,200803,187000,189000,4250,2660,1080,0,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
65,200701,200803,189000,191000,4320,2730,1150,0,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
66,200701,200803,191000,193000,4390,2800,1220,0,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
67,200701,200803,193000,195000,4460,2870,1290,0,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
68,200701,200803,195000,197000,4530,2940,1360,0,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
69,200701,200803,197000,199000,4600,3010,1430,0,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
70,200701,200803,199000,201000,4670,3080,1500,0,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
71,200701,200803,201000,203000,4740,3150,1570,0,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
72,200701,200803,203000,205000,4810,3220,1640,0,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
73,200701,200803,205000,207000,4880,3290,1710,130,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
74,200701,200803,207000,209000,4950,3360,1780,200,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
75,200701,200803,209000,211000,5020,3430,1850,270,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
76,200701,200803,211000,213000,5090,3500,1920,340,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
77,200701,200803,213000,215000,5160,3570,1990,410,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
78,200701,200803,215000,217000,5230,3640,2060,480,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
79,200701,200803,217000,219000,5300,3710,2130,550,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
80,200701,200803,219000,221000,5370,3780,2200,620,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
81,200701,200803,221000,224000,5450,3870,2290,700,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
82,200701,200803,224000,227000,5560,3980,2390,810,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
83,200701,200803,227000,230000,5660,4080,2500,910,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
84,200701,200803,230000,233000,5770,4190,2600,1020,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
85,200701,200803,233000,236000,5870,4290,2710,1120,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
86,200701,200803,236000,239000,5980,4400,2810,1230,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
87,200701,200803,239000,242000,6080,4500,2920,1330,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
88,200701,200803,242000,245000,6190,4610,3020,1440,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
89,200701,200803,245000,248000,6290,4710,3130,1540,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
90,200701,200803,248000,251000,6400,4820,3230,1650,0,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
91,200701,200803,251000,254000,6500,4920,3340,1750,170,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
92,200701,200803,254000,257000,6610,5030,3440,1860,280,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
93,200701,200803,257000,260000,6710,5130,3550,1960,380,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
94,200701,200803,260000,263000,6820,5240,3650,2070,490,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
95,200701,200803,263000,266000,6920,5340,3760,2170,590,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
96,200701,200803,266000,269000,7030,5450,3860,2280,700,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
97,200701,200803,269000,272000,7130,5550,3970,2380,800,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
98,200701,200803,272000,275000,7240,5660,4070,2490,910,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
99,200701,200803,275000,278000,7340,5760,4180,2590,1010,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
100,200701,200803,278000,281000,7450,5870,4280,2700,1120,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
101,200701,200803,281000,284000,7550,5970,4390,2800,1220,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
102,200701,200803,284000,287000,7660,6080,4490,2910,1330,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
103,200701,200803,287000,290000,7760,6180,4600,3010,1430,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
104,200701,200803,290000,293000,7870,6290,4700,3120,1540,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
105,200701,200803,293000,296000,7970,6390,4810,3220,1640,0,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
106,200701,200803,296000,299000,8080,6500,4910,3330,1750,160,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
107,200701,200803,299000,302000,8250,6600,5020,3440,1850,270,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
108,200701,200803,302000,305000,8490,6720,5140,3560,1970,390,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
109,200701,200803,305000,308000,8730,6840,5260,3680,2090,510,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
110,200701,200803,308000,311000,8970,6960,5380,3800,2210,630,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
111,200701,200803,311000,314000,9210,7080,5500,3920,2330,750,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
112,200701,200803,314000,317000,9450,7200,5620,4040,2450,870,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
113,200701,200803,317000,320000,9690,7320,5740,4160,2570,990,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
114,200701,200803,320000,323000,9930,7440,5860,4280,2690,1110,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
115,200701,200803,323000,326000,10170,7560,5980,4400,2810,1230,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
116,200701,200803,326000,329000,10410,7680,6100,4520,2930,1350,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
117,200701,200803,329000,332000,10650,7800,6220,4640,3050,1470,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
118,200701,200803,332000,335000,10890,7920,6340,4760,3170,1590,0,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
119,200701,200803,335000,338000,11130,8040,6460,4880,3290,1710,130,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
120,200701,200803,338000,341000,11370,8200,6580,5000,3410,1830,250,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
121,200701,200803,341000,344000,11610,8440,6700,5120,3530,1950,370,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
122,200701,200803,344000,347000,11850,8680,6820,5240,3650,2070,490,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
123,200701,200803,347000,350000,12090,8920,6940,5360,3770,2190,610,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
124,200701,200803,350000,353000,12330,9160,7060,5480,3890,2310,730,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
125,200701,200803,353000,356000,12570,9400,7180,5600,4010,2430,850,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
126,200701,200803,356000,359000,12810,9640,7300,5720,4130,2550,970,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
127,200701,200803,359000,362000,13050,9880,7420,5840,4250,2670,1090,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
128,200701,200803,362000,365000,13290,10120,7540,5960,4370,2790,1210,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
129,200701,200803,365000,368000,13530,10360,7660,6080,4490,2910,1330,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
130,200701,200803,368000,371000,13770,10600,7780,6200,4610,3030,1450,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
131,200701,200803,371000,374000,14010,10840,7900,6320,4730,3150,1570,0,"2009-04-26 23:07:01","2009-04-26 23:07:01"
132,200701,200803,374000,377000,14250,11080,8020,6440,4850,3270,1690,100,"2009-04-26 23:07:01","2009-04-26 23:07:01"
133,200701,200803,377000,380000,14490,11320,8150,6560,4970,3390,1810,220,"2009-04-26 23:07:01","2009-04-26 23:07:01"
134,200701,200803,380000,383000,14730,11560,8390,6680,5090,3510,1930,340,"2009-04-26 23:07:01","2009-04-26 23:07:01"
135,200701,200803,383000,386000,14970,11800,8630,6800,5210,3630,2050,460,"2009-04-26 23:07:01","2009-04-26 23:07:01"
136,200701,200803,386000,389000,15210,12040,8870,6920,5330,3750,2170,580,"2009-04-26 23:07:01","2009-04-26 23:07:01"
137,200701,200803,389000,392000,15450,12280,9110,7040,5450,3870,2290,700,"2009-04-26 23:07:01","2009-04-26 23:07:01"
138,200701,200803,392000,395000,15690,12520,9350,7160,5570,3990,2410,820,"2009-04-26 23:07:01","2009-04-26 23:07:01"
139,200701,200803,395000,398000,15930,12760,9590,7280,5690,4110,2530,940,"2009-04-26 23:07:01","2009-04-26 23:07:01"
140,200701,200803,398000,401000,16170,13000,9830,7400,5810,4230,2650,1060,"2009-04-26 23:07:01","2009-04-26 23:07:01"
141,200701,200803,401000,404000,16410,13240,10070,7520,5930,4350,2770,1180,"2009-04-26 23:07:01","2009-04-26 23:07:01"
142,200701,200803,404000,407000,16650,13480,10310,7640,6050,4470,2890,1300,"2009-04-26 23:07:01","2009-04-26 23:07:01"
143,200701,200803,407000,410000,16890,13720,10550,7760,6170,4590,3010,1420,"2009-04-26 23:07:01","2009-04-26 23:07:01"
144,200701,200803,410000,413000,17130,13960,10790,7880,6290,4710,3130,1540,"2009-04-26 23:07:01","2009-04-26 23:07:01"
145,200701,200803,413000,416000,17370,14200,11030,8000,6410,4830,3250,1660,"2009-04-26 23:07:01","2009-04-26 23:07:01"
146,200701,200803,416000,419000,17610,14440,11270,8120,6530,4950,3370,1780,"2009-04-26 23:07:01","2009-04-26 23:07:01"
147,200701,200803,419000,422000,17850,14680,11510,8350,6650,5070,3490,1900,"2009-04-26 23:07:01","2009-04-26 23:07:01"
148,200701,200803,422000,425000,18090,14920,11750,8590,6770,5190,3610,2020,"2009-04-26 23:07:01","2009-04-26 23:07:01"
149,200701,200803,425000,428000,18330,15160,11990,8830,6890,5310,3730,2140,"2009-04-26 23:07:01","2009-04-26 23:07:01"
150,200701,200803,428000,431000,18570,15400,12230,9070,7010,5430,3850,2260,"2009-04-26 23:07:01","2009-04-26 23:07:01"
151,200701,200803,431000,434000,18810,15640,12470,9310,7130,5550,3970,2380,"2009-04-26 23:07:01","2009-04-26 23:07:01"
152,200701,200803,434000,437000,19050,15880,12710,9550,7250,5670,4090,2500,"2009-04-26 23:07:01","2009-04-26 23:07:01"
153,200701,200803,437000,440000,19290,16120,12950,9790,7370,5790,4210,2620,"2009-04-26 23:07:01","2009-04-26 23:07:01"
154,200701,200803,440000,443000,19680,16360,13190,10030,7490,5910,4330,2740,"2009-04-26 23:07:01","2009-04-26 23:07:01"
155,200701,200803,443000,446000,20160,16600,13430,10270,7610,6030,4450,2860,"2009-04-26 23:07:01","2009-04-26 23:07:01"
156,200701,200803,446000,449000,20640,16840,13670,10510,7730,6150,4570,2980,"2009-04-26 23:07:01","2009-04-26 23:07:01"
157,200701,200803,449000,452000,21120,17080,13910,10750,7850,6270,4690,3100,"2009-04-26 23:07:02","2009-04-26 23:07:02"
158,200701,200803,452000,455000,21600,17320,14150,10990,7970,6390,4810,3220,"2009-04-26 23:07:02","2009-04-26 23:07:02"
159,200701,200803,455000,458000,22080,17560,14390,11230,8090,6510,4930,3340,"2009-04-26 23:07:02","2009-04-26 23:07:02"
160,200701,200803,458000,461000,22560,17800,14630,11470,8300,6630,5050,3460,"2009-04-26 23:07:02","2009-04-26 23:07:02"
161,200701,200803,461000,464000,23040,18040,14870,11710,8540,6750,5170,3580,"2009-04-26 23:07:02","2009-04-26 23:07:02"
162,200701,200803,464000,467000,23520,18280,15110,11950,8780,6870,5290,3700,"2009-04-26 23:07:02","2009-04-26 23:07:02"
163,200701,200803,467000,470000,24000,18520,15350,12190,9020,6990,5410,3820,"2009-04-26 23:07:02","2009-04-26 23:07:02"
164,200701,200803,470000,473000,24480,18760,15590,12430,9260,7110,5530,3940,"2009-04-26 23:07:02","2009-04-26 23:07:02"
165,200701,200803,473000,476000,24960,19000,15830,12670,9500,7230,5650,4060,"2009-04-26 23:07:02","2009-04-26 23:07:02"
166,200701,200803,476000,479000,25440,19240,16070,12910,9740,7350,5770,4180,"2009-04-26 23:07:02","2009-04-26 23:07:02"
167,200701,200803,479000,482000,25920,19590,16310,13150,9980,7470,5890,4300,"2009-04-26 23:07:02","2009-04-26 23:07:02"
168,200701,200803,482000,485000,26400,20070,16550,13390,10220,7590,6010,4420,"2009-04-26 23:07:02","2009-04-26 23:07:02"
169,200701,200803,485000,488000,26880,20550,16790,13630,10460,7710,6130,4540,"2009-04-26 23:07:02","2009-04-26 23:07:02"
170,200701,200803,488000,491000,27360,21030,17030,13870,10700,7830,6250,4660,"2009-04-26 23:07:02","2009-04-26 23:07:02"
171,200701,200803,491000,494000,27840,21510,17270,14110,10940,7950,6370,4780,"2009-04-26 23:07:02","2009-04-26 23:07:02"
172,200701,200803,494000,497000,28320,21990,17510,14350,11180,8070,6490,4900,"2009-04-26 23:07:02","2009-04-26 23:07:02"
173,200701,200803,497000,500000,28800,22470,17750,14590,11420,8250,6610,5020,"2009-04-26 23:07:02","2009-04-26 23:07:02"
174,200701,200803,500000,503000,29280,22950,17990,14830,11660,8490,6730,5140,"2009-04-26 23:07:02","2009-04-26 23:07:02"
175,200701,200803,503000,506000,29760,23430,18230,15070,11900,8730,6850,5260,"2009-04-26 23:07:02","2009-04-26 23:07:02"
176,200701,200803,506000,509000,30240,23910,18470,15310,12140,8970,6970,5380,"2009-04-26 23:07:02","2009-04-26 23:07:02"
177,200701,200803,509000,512000,30720,24390,18710,15550,12380,9210,7090,5500,"2009-04-26 23:07:02","2009-04-26 23:07:02"
178,200701,200803,512000,515000,31200,24870,18950,15790,12620,9450,7210,5620,"2009-04-26 23:07:02","2009-04-26 23:07:02"
179,200701,200803,515000,518000,31680,25350,19190,16030,12860,9690,7330,5740,"2009-04-26 23:07:02","2009-04-26 23:07:02"
180,200701,200803,518000,521000,32160,25830,19490,16270,13100,9930,7450,5860,"2009-04-26 23:07:02","2009-04-26 23:07:02"
181,200701,200803,521000,524000,32640,26310,19970,16510,13340,10170,7570,5980,"2009-04-26 23:07:02","2009-04-26 23:07:02"
182,200701,200803,524000,527000,33120,26790,20450,16750,13580,10410,7690,6100,"2009-04-26 23:07:02","2009-04-26 23:07:02"
183,200701,200803,527000,530000,33600,27270,20930,16990,13820,10650,7810,6220,"2009-04-26 23:07:02","2009-04-26 23:07:02"
184,200701,200803,530000,533000,34080,27750,21410,17230,14060,10890,7930,6340,"2009-04-26 23:07:02","2009-04-26 23:07:02"
185,200701,200803,533000,536000,34560,28230,21890,17470,14300,11130,8050,6460,"2009-04-26 23:07:02","2009-04-26 23:07:02"
186,200701,200803,536000,539000,35040,28710,22370,17710,14540,11370,8210,6580,"2009-04-26 23:07:02","2009-04-26 23:07:02"
187,200701,200803,539000,542000,35520,29190,22850,17950,14780,11610,8450,6700,"2009-04-26 23:07:02","2009-04-26 23:07:02"
188,200701,200803,542000,545000,36000,29670,23330,18190,15020,11850,8690,6820,"2009-04-26 23:07:02","2009-04-26 23:07:02"
189,200701,200803,545000,548000,36480,30150,23810,18430,15260,12090,8930,6940,"2009-04-26 23:07:02","2009-04-26 23:07:02"
190,200701,200803,548000,551000,36960,30630,24290,18670,15500,12330,9170,7060,"2009-04-26 23:07:02","2009-04-26 23:07:02"
191,200701,200803,551000,554000,37490,31160,24820,18930,15770,12600,9430,7200,"2009-04-26 23:07:02","2009-04-26 23:07:02"
192,200701,200803,554000,557000,38030,31700,25360,19200,16040,12870,9700,7330,"2009-04-26 23:07:02","2009-04-26 23:07:02"
193,200701,200803,557000,560000,38570,32240,25900,19570,16310,13140,9970,7470,"2009-04-26 23:07:02","2009-04-26 23:07:02"
194,200701,200803,560000,563000,39110,32780,26440,20110,16580,13410,10240,7600,"2009-04-26 23:07:02","2009-04-26 23:07:02"
195,200701,200803,563000,566000,39650,33320,26980,20650,16850,13680,10510,7740,"2009-04-26 23:07:02","2009-04-26 23:07:02"
196,200701,200803,566000,569000,40190,33860,27520,21190,17120,13950,10780,7870,"2009-04-26 23:07:02","2009-04-26 23:07:02"
197,200701,200803,569000,572000,40730,34400,28060,21730,17390,14220,11050,8010,"2009-04-26 23:07:02","2009-04-26 23:07:02"
198,200701,200803,572000,575000,41270,34940,28600,22270,17660,14490,11320,8160,"2009-04-26 23:07:02","2009-04-26 23:07:02"
199,200701,200803,575000,578000,41810,35480,29140,22810,17930,14760,11590,8430,"2009-04-26 23:07:02","2009-04-26 23:07:02"
200,200701,200803,578000,581000,42350,36020,29680,23350,18200,15030,11860,8700,"2009-04-26 23:07:02","2009-04-26 23:07:02"
201,200701,200803,581000,584000,42890,36560,30220,23890,18470,15300,12130,8970,"2009-04-26 23:07:02","2009-04-26 23:07:02"
202,200701,200803,584000,587000,43430,37100,30760,24430,18740,15570,12400,9240,"2009-04-26 23:07:02","2009-04-26 23:07:02"
203,200701,200803,587000,590000,43970,37640,31300,24970,19010,15840,12670,9510,"2009-04-26 23:07:02","2009-04-26 23:07:02"
204,200701,200803,590000,593000,44510,38180,31840,25510,19280,16110,12940,9780,"2009-04-26 23:07:02","2009-04-26 23:07:02"
205,200701,200803,593000,596000,45050,38720,32380,26050,19720,16380,13210,10050,"2009-04-26 23:07:02","2009-04-26 23:07:02"
206,200701,200803,596000,599000,45590,39260,32920,26590,20260,16650,13480,10320,"2009-04-26 23:07:02","2009-04-26 23:07:02"
207,200701,200803,599000,602000,46130,39800,33460,27130,20800,16920,13750,10590,"2009-04-26 23:07:02","2009-04-26 23:07:02"
208,200701,200803,602000,605000,46670,40340,34000,27670,21340,17190,14020,10860,"2009-04-26 23:07:02","2009-04-26 23:07:02"
209,200701,200803,605000,608000,47210,40880,34540,28210,21880,17460,14290,11130,"2009-04-26 23:07:02","2009-04-26 23:07:02"
210,200701,200803,608000,611000,47750,41420,35080,28750,22420,17730,14560,11400,"2009-04-26 23:07:02","2009-04-26 23:07:02"
211,200701,200803,611000,614000,48290,41960,35620,29290,22960,18000,14830,11670,"2009-04-26 23:07:02","2009-04-26 23:07:02"
212,200701,200803,614000,617000,48830,42500,36160,29830,23500,18270,15100,11940,"2009-04-26 23:07:02","2009-04-26 23:07:02"
213,200701,200803,617000,620000,49370,43040,36700,30370,24040,18540,15370,12210,"2009-04-26 23:07:02","2009-04-26 23:07:02"
214,200701,200803,620000,623000,49910,43580,37240,30910,24580,18810,15640,12480,"2009-04-26 23:07:02","2009-04-26 23:07:02"
215,200701,200803,623000,626000,50450,44120,37780,31450,25120,19080,15910,12750,"2009-04-26 23:07:02","2009-04-26 23:07:02"
216,200701,200803,626000,629000,50990,44660,38320,31990,25660,19350,16180,13020,"2009-04-26 23:07:02","2009-04-26 23:07:02"
217,200701,200803,629000,632000,51530,45200,38860,32530,26200,19860,16450,13290,"2009-04-26 23:07:02","2009-04-26 23:07:02"
218,200701,200803,632000,635000,52070,45740,39400,33070,26740,20400,16720,13560,"2009-04-26 23:07:02","2009-04-26 23:07:02"
219,200701,200803,635000,638000,52610,46280,39940,33610,27280,20940,16990,13830,"2009-04-26 23:07:02","2009-04-26 23:07:02"
220,200701,200803,638000,641000,53150,46820,40480,34150,27820,21480,17260,14100,"2009-04-26 23:07:02","2009-04-26 23:07:02"
221,200701,200803,641000,644000,53690,47360,41020,34690,28360,22020,17530,14370,"2009-04-26 23:07:02","2009-04-26 23:07:02"
222,200701,200803,644000,647000,54230,47900,41560,35230,28900,22560,17800,14640,"2009-04-26 23:07:02","2009-04-26 23:07:02"
223,200701,200803,647000,650000,54770,48440,42100,35770,29440,23100,18070,14910,"2009-04-26 23:07:02","2009-04-26 23:07:02"
224,200701,200803,650000,653000,55310,48980,42640,36310,29980,23640,18340,15180,"2009-04-26 23:07:02","2009-04-26 23:07:02"
225,200701,200803,653000,656000,55850,49520,43180,36850,30520,24180,18610,15450,"2009-04-26 23:07:02","2009-04-26 23:07:02"
